family,method,pool,description,origin,track_record,similar,macro,qa,math,cells,size_mean,size_median,size_min,size_max,size_cells,top_features,picks_subset,needs_anchor,scale,reproduces,macro_today,drift_pp,frac_size3,macro_spread_pp,cell_spread_pp,worst_cell_spread_pp,macro_eigen,macro_complete,role,status,step
a1_residual,a1.minres_exh_s6,h16,"Exhaustive search minimizing the raw Eq-14 residual. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Best subset of exactly size N found by this method.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.minres_exh_adapt, a1.minres_exh_s4, a1.minres_exh_s5, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.relres_exh_adapt",0.6604,0.6443,0.6783,19,6,6,6,6,19,"dominant_freq, pe_mean, hurst_exponent",yes,yes,unit,within its own noise,0.6604,0.0,0.0,0.0,0.0,0.0,0.6608,0.6666,fs_selector_candidate,,Step 186
a1_residual,a1.minres_exh_s5,h16,"Exhaustive search minimizing the raw Eq-14 residual. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Best subset of exactly size N found by this method.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.minres_exh_adapt, a1.minres_exh_s4, a1.minres_exh_s6, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.relres_exh_adapt",0.6578,0.6518,0.6645,19,5,5,5,5,19,"dominant_freq, sw_var_peak, pe_mean",yes,yes,unit,within its own noise,0.6578,0.0,0.0,0.0,0.0,0.0,0.661,0.6605,fs_selector_candidate,,Step 186
a1_residual,a1.minres_exh_s4,h16,"Exhaustive search minimizing the raw Eq-14 residual. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Best subset of exactly size N found by this method.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.minres_exh_adapt, a1.minres_exh_s5, a1.minres_exh_s6, a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.relres_exh_adapt",0.6576,0.6338,0.6841,19,4,4,4,4,19,"dominant_freq, sw_var_peak, hurst_exponent",yes,yes,unit,code fix: Step-205 exact small-m solve,0.6579,0.03,0.0,0.0,0.0,0.0,0.6477,0.6246,fs_selector_candidate,,Step 186
a4_antigravity,a4.recon_s4,h16,Greedy CSSP linear-reconstruction selection. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr). Best subset of exactly size N found by this method.,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.recon_adapt, a4.recon_s5, a4.recon_s6, a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.anchor_s6",0.6574,0.6069,0.691,25,4,4,4,4,25,"spectral_centroid, trace_length, epr",yes,yes,unit,code fix: Step-205 exact small-m solve,0.6795,2.22,0.0,0.0,0.0,0.0,0.6646,0.6489,fs_selector_candidate,,Step 186
a1_residual,a1.upcrres_greedy,h16,"Greedy search minimizing the U-PCR k=1 projection residual. Uses the LEGACY fusion_utils.upcr_proj_residual (var_y pinned at 0.25), not the paper-faithful spectral_utils.upcr built in Step 204 — the objective predates it. Step 204 found faithful vs legacy U-PCR is -0.18pp median (p=0.173) at fusion time, so the gap is unlikely to matter here, but it has not been measured as a selection criterion. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.good5+K_ah, a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt",0.6559,0.6455,0.6628,25,3.1,3,3,4,25,"pe_mean, cusum_shift_idx, rpdi",yes,yes,unit,code fix: Step-205 exact small-m solve,0.6543,-0.16,0.92,0.0,0.0,0.0,0.661,0.6538,fs_selector_candidate,,Step 186
classical_fs,mcfs_s4,h16,"MCFS (Cai-Zhang-He 2010) multi-cluster feature selection. All three build one sample-similarity graph per cell then rank features against it: Laplacian Score and SPEC by a normalized-Laplacian Rayleigh quotient (lower=better, feature varies ALONG the manifold not across it); MCFS by L1-regressing top-K spectral embeddings onto the features (higher=better, feature reconstructs cluster structure). Best subset of exactly size N found by this method.","Three methods, three papers, one family: Laplacian Score (He, Cai, Niyogi, NIPS 2005); SPEC/phi2 (Zhao & Liu, ICML 2007); MCFS (Cai, Zhang, He, KDD 2010).",The textbook unsupervised-FS baselines this project's learned selectors are meant to beat; all score well below GOOD_5.,"mcfs_adapt, mcfs_s5, mcfs_s6, lapscore_adapt, lapscore_s4, lapscore_s5, lapscore_s6",0.654,0.6292,0.6706,25,4,4,4,4,25,"dominant_freq, hl_ratio, cusum_shift_idx",yes,yes,unit,within its own noise,0.6542,0.01,0.0,0.0,0.0,0.01,0.6613,0.6517,fs_selector_candidate,,Step 186
a7_iter_consensus,a7.iter_consensus (anchor OFF),inscope,"Same selector with the anchor step removed — 3 cells fall below 0.5. Its own consensus target rebuilt per iteration; no `epr` anchor and no `GOOD_6` seeds, which is the whole point of the prior-free arm.","None — Extension H in-house design (Step 199 pivot), in the spirit of Jaffe/Nadler consensus estimation but with the target rebuilt each iteration.","It is not. Fixed and re-measured in Step 202: with the `epr` anchor 0.7378 (-2.16pp vs GOOD_6, W/L 8/17, p=0.0105); genuinely prior-free 0.6524 (-10.70pp, W/L 6/19, p=0.0010). Step 200's reported 0.6840 'prior-free' actually used the anchor, and the truly prior-free arm was 0.5103 (chance) before the fixes. Part of Extension H, closed as bounded.","a7_anchored, a7_prior_free",0.6524,0.7013,0.6198,25,,,,,0,—,yes,NO,unit,not audited,,,,,,,,,fs_selector_candidate,ANCHOR ABLATION — costs 8.5pp,202
simple_stats,mad_s4,c46,"Median-absolute-deviation-ranked floor. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","mad_s5, mad_s6, decorr_s4, decorr_s5, decorr_s6, kurtosis_s4",0.6503,0.6252,0.667,25,4,4,4,4,25,"cusum_shift_idx, spectral_entropy, min_energy",yes,yes,unit,code fix: Step-205 exact small-m solve,0.6418,-0.85,0.0,0.0,0.0,0.0,0.6614,0.6491,fs_selector_candidate,,Step 186
simple_stats,mad_s6,h16,"Median-absolute-deviation-ranked floor. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","mad_s4, mad_s5, decorr_s4, decorr_s5, decorr_s6, kurtosis_s4",0.649,0.6555,0.6448,25,6,6,6,6,25,"cusum_shift_idx, spectral_entropy, low_band_power",yes,yes,unit,within its own noise,0.649,-0.0,0.0,0.0,0.0,0.0,0.645,0.6543,fs_selector_candidate,,Step 186
simple_stats,mad_s5,h16,"Median-absolute-deviation-ranked floor. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","mad_s4, mad_s6, decorr_s4, decorr_s5, decorr_s6, kurtosis_s4",0.6474,0.6367,0.6545,25,5,5,5,5,25,"cusum_shift_idx, spectral_entropy, low_band_power",yes,yes,unit,within its own noise,0.6474,0.0,0.0,0.0,0.0,0.0,0.6269,0.6449,fs_selector_candidate,,Step 186
simple_stats,decorr_s5,c46,"Greedy decorrelation floor: pick the least mutually-correlated features. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","decorr_s4, decorr_s6, kurtosis_s4, kurtosis_s5, kurtosis_s6, mad_s4",0.6401,0.6291,0.6474,25,5,5,5,5,25,"pe_mean, cusum_shift_idx, sw_var_peak_energy",yes,yes,unit,verified,0.6401,0.0,0.0,0.0,0.0,0.0,0.6485,0.6429,fs_selector_candidate,,Step 186
simple_stats,decorr_s5,h16,"Greedy decorrelation floor: pick the least mutually-correlated features. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","decorr_s4, decorr_s6, kurtosis_s4, kurtosis_s5, kurtosis_s6, mad_s4",0.6315,0.5805,0.6655,25,5,5,5,5,25,"pe_mean, rpdi, cusum_shift_idx",yes,yes,unit,within its own noise,0.6315,0.0,0.0,0.0,0.0,0.0,0.6339,0.6397,fs_selector_candidate,,Step 186
upcr,upcr.hierarchical,inscope,"Two-level: U-PCR inside each cluster, then across clusters. REFUTED. U-PCR (Dror/Nadler/Bilal/Kluger 2017) estimates fusion weights by turning 'which feature do I trust' into one equation per feature pair, assuming features fail independently. It uses the whole pool — any reduction comes from its own label-free exclusion step, not from subset selection.","Dror, Nadler, Bilal & Kluger, Unsupervised Ensemble Regression, arXiv:1703.02965 (2017).",Step 204: every paper-faithful flag hurts or does nothing; the clustered variant fails both pre-registered gates; nothing reaches GOOD_6.,"upcr.legacy, upcr.faithful, upcr.clustered",0.6291,,,25,11.7,,,,25,— (no selection; exclusion only),no — uses all views,yes,complete,re-run Step 204,0.6291,,0.0,,,,,,fs_selector_candidate,REFUTED (Step 204),204
simple_stats,decorr_s4,c46,"Greedy decorrelation floor: pick the least mutually-correlated features. random (uniform draw, THE floor), mad (median-absolute-deviation rank), kurtosis (non-Gaussianity rank), decorrelation (greedy min mutual |Spearman|, no relevance term). Best subset of exactly size N found by this method.","No paper — deliberately naive floor, motivated by the Rajabinasab et al. 2026 guardrail finding that many unsupervised FS methods lose to random selection.","The sanity floor every real selector must clear. Variance-based selection is deliberately excluded: UnlabeledCell.V is z-scored per column (unit variance), so raw variance carries no signal here.","decorr_s5, decorr_s6, kurtosis_s4, kurtosis_s5, kurtosis_s6, mad_s4",0.6284,0.6236,0.6315,25,4,4,4,4,25,"pe_mean, cusum_shift_idx, sw_var_peak_energy",yes,yes,unit,code fix: Step-205 exact small-m solve,0.6031,-2.53,0.0,0.0,0.0,0.0,0.6021,0.6008,fs_selector_candidate,,Step 186
